Latitude (decimal degrees):	60.169
Longitude (decimal degrees):	24.940
Elevation (m):	14
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230101:0011,0.0,0.0,0.0,3.71,6.28,0.0
20230101:0111,0.0,0.0,0.0,3.08,5.66,0.0
20230101:0211,0.0,0.0,0.0,2.42,5.03,0.0
20230101:0311,0.0,0.0,0.0,1.84,4.62,0.0
20230101:0411,0.0,0.0,0.0,1.29,4.14,0.0
20230101:0511,0.0,0.0,0.0,0.57,3.93,0.0
20230101:0611,0.0,0.0,0.0,0.06,3.86,0.0
20230101:0711,0.0,0.0,0.0,-0.45,3.52,0.0
20230101:0811,67490.0,90.24,2.56,-0.92,3.38,0.0
20230101:0911,358970.0,402.34,5.52,-1.14,3.24,0.0
20230101:1011,425130.0,475.07,6.78,-0.9,3.38,0.0
20230101:1111,355190.0,398.09,6.25,-0.65,3.59,0.0
20230101:1211,168580.0,198.32,3.96,-0.83,3.59,0.0
20230101:1311,0.0,0.0,0.0,-1.5,3.38,0.0
20230101:1411,0.0,0.0,0.0,-2.24,3.52,0.0
20230101:1511,0.0,0.0,0.0,-2.69,3.79,0.0
20230101:1611,0.0,0.0,0.0,-2.92,4.0,0.0
20230101:1711,0.0,0.0,0.0,-3.15,4.21,0.0
20230101:1811,0.0,0.0,0.0,-3.2,4.41,0.0
20230101:1911,0.0,0.0,0.0,-3.19,4.69,0.0
20230101:2011,0.0,0.0,0.0,-3.17,4.97,0.0
20230101:2111,0.0,0.0,0.0,-3.22,5.1,0.0
20230101:2211,0.0,0.0,0.0,-3.24,4.9,0.0
20230101:2311,0.0,0.0,0.0,-3.1,4.83,0.0
20230102:0011,0.0,0.0,0.0,-2.9,4.97,0.0
20230102:0111,0.0,0.0,0.0,-2.8,4.83,0.0
20230102:0211,0.0,0.0,0.0,-2.65,4.55,0.0
20230102:0311,0.0,0.0,0.0,-2.83,4.34,0.0
20230102:0411,0.0,0.0,0.0,-3.24,4.28,0.0
20230102:0511,0.0,0.0,0.0,-3.73,3.66,0.0
20230102:0611,0.0,0.0,0.0,-4.3,3.52,0.0
20230102:0711,0.0,0.0,0.0,-4.86,3.31,0.0
20230102:0811,78790.0,101.25,2.61,-4.45,3.24,0.0
20230102:0911,142260.0,167.27,5.59,-5.43,1.93,0.0
20230102:1011,408700.0,453.17,6.87,-4.85,1.72,0.0
20230102:1111,392090.0,438.67,6.35,-4.28,1.03,0.0
20230102:1211,22050.0,37.67,4.07,-2.53,2.14,0.0
20230102:1311,0.0,0.0,0.0,-2.14,2.41,0.0
20230102:1411,0.0,0.0,0.0,-3.45,2.21,0.0
20230102:1511,0.0,0.0,0.0,-2.8,2.76,0.0
20230102:1611,0.0,0.0,0.0,-1.38,3.17,0.0
20230102:1711,0.0,0.0,0.0,-0.56,3.59,0.0
20230102:1811,0.0,0.0,0.0,-0.2,3.86,0.0
20230102:1911,0.0,0.0,0.0,0.04,4.55,0.0
20230102:2011,0.0,0.0,0.0,0.13,4.76,0.0
20230102:2111,0.0,0.0,0.0,0.09,4.97,0.0
20230102:2211,0.0,0.0,0.0,0.0,5.38,0.0
20230102:2311,0.0,0.0,0.0,-0.09,5.24,0.0
20230103:0011,0.0,0.0,0.0,-0.2,5.52,0.0
20230103:0111,0.0,0.0,0.0,-0.26,6.07,0.0
20230103:0211,0.0,0.0,0.0,-0.36,6.34,0.0
20230103:0311,0.0,0.0,0.0,-0.46,6.55,0.0
20230103:0411,0.0,0.0,0.0,-0.48,6.34,0.0
20230103:0511,0.0,0.0,0.0,-0.5,5.86,0.0
20230103:0611,0.0,0.0,0.0,-0.51,5.38,0.0
20230103:0711,0.0,0.0,0.0,-0.66,5.03,0.0
20230103:0811,10760.0,23.32,2.67,-0.9,4.62,0.0
20230103:0911,58760.0,80.11,5.67,-1.05,4.28,0.0
20230103:1011,204750.0,234.95,6.96,-1.32,4.41,0.0
20230103:1111,353550.0,393.33,6.45,-1.59,4.34,0.0
20230103:1211,810.0,7.42,4.19,-1.89,3.93,0.0
20230103:1311,0.0,0.0,0.0,-2.24,3.45,0.0
20230103:1411,0.0,0.0,0.0,-2.57,3.03,0.0
20230103:1511,0.0,0.0,0.0,-2.72,2.83,0.0
20230103:1611,0.0,0.0,0.0,-3.03,2.62,0.0
20230103:1711,0.0,0.0,0.0,-3.36,2.0,0.0
20230103:1811,0.0,0.0,0.0,-4.19,1.79,0.0
20230103:1911,0.0,0.0,0.0,-4.49,1.66,0.0
20230103:2011,0.0,0.0,0.0,-4.03,1.66,0.0
20230103:2111,0.0,0.0,0.0,-3.97,1.79,0.0
20230103:2211,0.0,0.0,0.0,-3.53,1.31,0.0
20230103:2311,0.0,0.0,0.0,-4.02,1.45,0.0
20230104:0011,0.0,0.0,0.0,-3.46,1.45,0.0
20230104:0111,0.0,0.0,0.0,-3.17,2.0,0.0
20230104:0211,0.0,0.0,0.0,-3.14,2.55,0.0
20230104:0311,0.0,0.0,0.0,-2.88,2.83,0.0
20230104:0411,0.0,0.0,0.0,-3.02,2.83,0.0
20230104:0511,0.0,0.0,0.0,-3.28,2.55,0.0
20230104:0611,0.0,0.0,0.0,-3.31,2.62,0.0
20230104:0711,0.0,0.0,0.0,-3.41,2.69,0.0
20230104:0811,0.0,1.85,2.74,-3.59,2.62,0.0
20230104:0911,377390.0,419.05,5.75,-3.76,2.69,0.0
20230104:1011,436620.0,482.64,7.06,-3.93,2.83,0.0
20230104:1111,830.0,7.42,6.56,-4.2,2.76,0.0
20230104:1211,0.0,3.71,4.31,-4.33,2.69,0.0
20230104:1311,0.0,0.0,0.0,-4.83,2.69,0.0
20230104:1411,0.0,0.0,0.0,-5.47,2.76,0.0
20230104:1511,0.0,0.0,0.0,-6.0,2.62,0.0
20230104:1611,0.0,0.0,0.0,-6.7,2.83,0.0
20230104:1711,0.0,0.0,0.0,-7.45,2.97,0.0
20230104:1811,0.0,0.0,0.0,-8.42,3.1,0.0
20230104:1911,0.0,0.0,0.0,-9.06,3.52,0.0
20230104:2011,0.0,0.0,0.0,-9.22,4.0,0.0
20230104:2111,0.0,0.0,0.0,-9.55,4.48,0.0
20230104:2211,0.0,0.0,0.0,-9.65,4.62,0.0
20230104:2311,0.0,0.0,0.0,-9.72,4.97,0.0
20230105:0011,0.0,0.0,0.0,-9.84,5.38,0.0
20230105:0111,0.0,0.0,0.0,-10.03,5.24,0.0
20230105:0211,0.0,0.0,0.0,-9.94,5.66,0.0
20230105:0311,0.0,0.0,0.0,-9.78,5.72,0.0
20230105:0411,0.0,0.0,0.0,-9.78,5.72,0.0
20230105:0511,0.0,0.0,0.0,-9.99,5.72,0.0
20230105:0611,0.0,0.0,0.0,-10.34,5.72,0.0
20230105:0711,0.0,0.0,0.0,-10.69,5.59,0.0
20230105:0811,89180.0,109.36,2.82,-10.94,5.66,0.0
20230105:0911,317280.0,340.4,5.84,-10.46,5.59,0.0
20230105:1011,169080.0,190.13,7.16,-10.18,5.66,0.0
20230105:1111,318350.0,342.33,6.68,-9.58,5.52,0.0
20230105:1211,84320.0,104.5,4.43,-9.35,5.31,0.0
20230105:1311,0.0,0.0,0.0,-9.4,5.1,0.0
20230105:1411,0.0,0.0,0.0,-9.77,4.76,0.0
20230105:1511,0.0,0.0,0.0,-9.97,4.62,0.0
20230105:1611,0.0,0.0,0.0,-9.76,4.69,0.0
20230105:1711,0.0,0.0,0.0,-9.6,4.76,0.0
20230105:1811,0.0,0.0,0.0,-9.16,4.76,0.0
20230105:1911,0.0,0.0,0.0,-9.02,4.48,0.0
20230105:2011,0.0,0.0,0.0,-8.76,4.28,0.0
20230105:2111,0.0,0.0,0.0,-8.59,4.21,0.0
20230105:2211,0.0,0.0,0.0,-8.95,3.66,0.0
20230105:2311,0.0,0.0,0.0,-9.13,3.52,0.0
20230106:0011,0.0,0.0,0.0,-9.45,3.45,0.0
20230106:0111,0.0,0.0,0.0,-9.69,3.24,0.0
20230106:0211,0.0,0.0,0.0,-10.16,3.24,0.0
20230106:0311,0.0,0.0,0.0,-10.3,3.17,0.0
20230106:0411,0.0,0.0,0.0,-10.37,3.1,0.0
20230106:0511,0.0,0.0,0.0,-10.37,2.97,0.0
20230106:0611,0.0,0.0,0.0,-10.09,2.9,0.0
20230106:0711,0.0,0.0,0.0,-9.74,2.62,0.0
20230106:0811,44040.0,61.93,2.9,-9.55,2.41,0.0
20230106:0911,266360.0,292.77,5.94,-9.03,2.41,0.0
20230106:1011,28170.0,44.38,7.27,-8.14,1.72,0.0
20230106:1111,8920.0,20.4,6.8,-7.35,1.79,0.0
20230106:1211,0.0,4.64,4.57,-7.28,1.79,0.0
20230106:1311,0.0,0.0,0.0,-7.69,2.0,0.0
20230106:1411,0.0,0.0,0.0,-8.15,2.14,0.0
20230106:1511,0.0,0.0,0.0,-8.09,2.28,0.0
20230106:1611,0.0,0.0,0.0,-7.86,2.55,0.0
20230106:1711,0.0,0.0,0.0,-7.53,2.69,0.0
20230106:1811,0.0,0.0,0.0,-7.45,2.69,0.0
20230106:1911,0.0,0.0,0.0,-7.41,2.55,0.0
20230106:2011,0.0,0.0,0.0,-7.26,2.0,0.0
20230106:2111,0.0,0.0,0.0,-6.98,2.76,0.0
20230106:2211,0.0,0.0,0.0,-6.05,3.1,0.0
20230106:2311,0.0,0.0,0.0,-7.44,2.69,0.0
20230107:0011,0.0,0.0,0.0,-7.84,3.24,0.0
20230107:0111,0.0,0.0,0.0,-7.17,3.79,0.0
20230107:0211,0.0,0.0,0.0,-6.87,4.0,0.0
20230107:0311,0.0,0.0,0.0,-6.93,4.28,0.0
20230107:0411,0.0,0.0,0.0,-7.17,4.48,0.0
20230107:0511,0.0,0.0,0.0,-7.38,4.9,0.0
20230107:0611,0.0,0.0,0.0,-7.69,5.24,0.0
20230107:0711,0.0,0.0,0.0,-7.95,5.31,0.0
20230107:0811,0.0,4.64,3.0,-8.05,5.31,0.0
20230107:0911,77240.0,97.58,6.05,-8.03,5.31,0.0
20230107:1011,26520.0,42.37,7.39,-8.17,5.31,0.0
20230107:1111,34280.0,51.21,6.94,-8.28,5.59,0.0
20230107:1211,16670.0,30.37,4.71,-8.39,5.72,0.0
20230107:1311,0.0,0.0,0.0,-8.51,5.38,0.0
20230107:1411,0.0,0.0,0.0,-8.73,5.1,0.0
20230107:1511,0.0,0.0,0.0,-8.92,4.83,0.0
20230107:1611,0.0,0.0,0.0,-9.1,4.69,0.0
20230107:1711,0.0,0.0,0.0,-9.13,4.83,0.0
20230107:1811,0.0,0.0,0.0,-9.19,4.9,0.0
20230107:1911,0.0,0.0,0.0,-9.07,4.9,0.0
20230107:2011,0.0,0.0,0.0,-8.96,4.97,0.0
20230107:2111,0.0,0.0,0.0,-8.72,4.97,0.0
20230107:2211,0.0,0.0,0.0,-8.4,4.69,0.0
20230107:2311,0.0,0.0,0.0,-8.27,4.55,0.0
20230108:0011,0.0,0.0,0.0,-8.26,4.41,0.0
20230108:0111,0.0,0.0,0.0,-8.31,4.34,0.0
20230108:0211,0.0,0.0,0.0,-8.31,4.41,0.0
20230108:0311,0.0,0.0,0.0,-8.28,4.48,0.0
20230108:0411,0.0,0.0,0.0,-8.26,4.83,0.0
20230108:0511,0.0,0.0,0.0,-8.23,4.97,0.0
20230108:0611,0.0,0.0,0.0,-8.17,4.9,0.0
20230108:0711,0.0,0.0,0.0,-8.03,4.9,0.0
20230108:0811,0.0,2.78,3.1,-7.9,4.83,0.0
20230108:0911,1320.0,8.34,6.16,-7.66,5.52,0.0
20230108:1011,12340.0,25.03,7.52,-7.38,4.83,0.0
20230108:1111,3380.0,12.05,7.08,-7.21,5.52,0.0
20230108:1211,262010.0,288.42,4.86,-7.01,6.14,0.0
20230108:1311,0.0,0.0,0.0,-6.92,5.52,0.0
20230108:1411,0.0,0.0,0.0,-6.85,5.59,0.0
20230108:1511,0.0,0.0,0.0,-6.7,5.66,0.0
20230108:1611,0.0,0.0,0.0,-6.61,5.79,0.0
20230108:1711,0.0,0.0,0.0,-6.54,5.79,0.0
20230108:1811,0.0,0.0,0.0,-6.43,5.59,0.0
20230108:1911,0.0,0.0,0.0,-6.3,5.66,0.0
20230108:2011,0.0,0.0,0.0,-6.08,5.72,0.0
20230108:2111,0.0,0.0,0.0,-5.81,5.59,0.0
20230108:2211,0.0,0.0,0.0,-5.8,5.1,0.0
20230108:2311,0.0,0.0,0.0,-5.5,5.45,0.0
20230109:0011,0.0,0.0,0.0,-5.19,5.59,0.0
20230109:0111,0.0,0.0,0.0,-4.94,5.93,0.0
20230109:0211,0.0,0.0,0.0,-4.75,6.07,0.0
20230109:0311,0.0,0.0,0.0,-4.75,6.21,0.0
20230109:0411,0.0,0.0,0.0,-4.83,6.41,0.0
20230109:0511,0.0,0.0,0.0,-5.01,6.34,0.0
20230109:0611,0.0,0.0,0.0,-5.1,6.48,0.0
20230109:0711,0.0,0.0,0.0,-5.15,6.62,0.0
20230109:0811,0.0,2.78,3.2,-5.12,6.62,0.0
20230109:0911,4460.0,13.91,6.28,-4.97,6.69,0.0
20230109:1011,4460.0,13.91,7.66,-5.01,5.86,0.0
20230109:1111,6250.0,16.69,7.22,-4.83,5.66,0.0
20230109:1211,0.0,4.64,5.01,-4.73,5.66,0.0
20230109:1311,0.0,0.0,0.0,-4.66,5.45,0.0
20230109:1411,0.0,0.0,0.0,-4.56,5.24,0.0
20230109:1511,0.0,0.0,0.0,-4.41,4.9,0.0
20230109:1611,0.0,0.0,0.0,-4.29,4.83,0.0
20230109:1711,0.0,0.0,0.0,-4.19,4.76,0.0
20230109:1811,0.0,0.0,0.0,-4.13,4.69,0.0
20230109:1911,0.0,0.0,0.0,-4.08,4.83,0.0
20230109:2011,0.0,0.0,0.0,-4.07,5.1,0.0
20230109:2111,0.0,0.0,0.0,-4.04,5.31,0.0
20230109:2211,0.0,0.0,0.0,-3.88,4.83,0.0
20230109:2311,0.0,0.0,0.0,-3.87,4.83,0.0
20230110:0011,0.0,0.0,0.0,-3.9,5.31,0.0
20230110:0111,0.0,0.0,0.0,-4.01,5.38,0.0
20230110:0211,0.0,0.0,0.0,-4.15,5.45,0.0
20230110:0311,0.0,0.0,0.0,-4.34,5.24,0.0
20230110:0411,0.0,0.0,0.0,-4.48,5.03,0.0
20230110:0511,0.0,0.0,0.0,-4.58,5.1,0.0
20230110:0611,0.0,0.0,0.0,-4.62,5.03,0.0
20230110:0711,0.0,0.0,0.0,-4.52,4.9,0.0
20230110:0811,0.0,2.78,3.32,-4.43,4.76,0.0
20230110:0911,420.0,6.49,6.41,-4.21,4.41,0.0
20230110:1011,28850.0,45.83,7.8,-4.01,4.07,0.0
20230110:1111,1270.0,8.34,7.38,-3.68,4.14,0.0
20230110:1211,0.0,4.64,5.18,-3.38,3.93,0.0
20230110:1311,0.0,0.0,0.0,-3.01,3.93,0.0
20230110:1411,0.0,0.0,0.0,-2.39,4.34,0.0
20230110:1511,0.0,0.0,0.0,-1.53,4.48,0.0
20230110:1611,0.0,0.0,0.0,-0.49,4.83,0.0
20230110:1711,0.0,0.0,0.0,0.39,5.24,0.0
20230110:1811,0.0,0.0,0.0,0.99,5.66,0.0
20230110:1911,0.0,0.0,0.0,1.59,5.86,0.0
20230110:2011,0.0,0.0,0.0,1.62,6.21,0.0
20230110:2111,0.0,0.0,0.0,1.79,6.34,0.0
20230110:2211,0.0,0.0,0.0,2.1,5.45,0.0
20230110:2311,0.0,0.0,0.0,2.15,5.31,0.0
20230111:0011,0.0,0.0,0.0,2.21,5.17,0.0
20230111:0111,0.0,0.0,0.0,2.19,5.38,0.0
20230111:0211,0.0,0.0,0.0,2.11,5.66,0.0
20230111:0311,0.0,0.0,0.0,2.06,5.72,0.0
20230111:0411,0.0,0.0,0.0,1.94,5.79,0.0
20230111:0511,0.0,0.0,0.0,1.89,6.21,0.0
20230111:0611,0.0,0.0,0.0,1.84,6.41,0.0
20230111:0711,0.0,0.0,0.0,1.85,6.28,0.0
20230111:0811,0.0,2.78,3.44,1.9,6.55,0.0
20230111:0911,380.0,6.49,6.54,1.95,6.9,0.0
20230111:1011,7840.0,19.47,7.95,1.9,6.83,0.0
20230111:1111,1210.0,8.34,7.54,1.8,7.31,0.0
20230111:1211,2150.0,10.2,5.35,1.77,7.66,0.0
20230111:1311,0.0,0.0,0.0,1.76,8.07,0.0
20230111:1411,0.0,0.0,0.0,1.77,8.41,0.0
20230111:1511,0.0,0.0,0.0,1.61,8.55,0.0
20230111:1611,0.0,0.0,0.0,1.34,8.55,0.0
20230111:1711,0.0,0.0,0.0,1.05,8.55,0.0
20230111:1811,0.0,0.0,0.0,0.84,8.34,0.0
20230111:1911,0.0,0.0,0.0,0.83,8.21,0.0
20230111:2011,0.0,0.0,0.0,0.82,7.86,0.0
20230111:2111,0.0,0.0,0.0,0.81,7.72,0.0
20230111:2211,0.0,0.0,0.0,0.83,7.17,0.0
20230111:2311,0.0,0.0,0.0,0.76,7.03,0.0
20230112:0011,0.0,0.0,0.0,0.66,7.1,0.0
20230112:0111,0.0,0.0,0.0,0.61,6.76,0.0
20230112:0211,0.0,0.0,0.0,0.61,6.76,0.0
20230112:0311,0.0,0.0,0.0,0.62,6.55,0.0
20230112:0411,0.0,0.0,0.0,0.58,6.55,0.0
20230112:0511,0.0,0.0,0.0,0.6,6.69,0.0
20230112:0611,0.0,0.0,0.0,0.6,6.55,0.0
20230112:0711,0.0,0.0,0.0,0.69,6.28,0.0
20230112:0811,73020.0,96.84,3.57,0.93,6.0,0.0
20230112:0911,2160.0,10.2,6.69,1.1,6.07,0.0
20230112:1011,7240.0,18.54,8.1,1.27,5.45,0.0
20230112:1111,1210.0,8.34,7.7,1.46,5.52,0.0
20230112:1211,20.0,5.56,5.52,1.68,5.79,0.0
20230112:1311,0.0,0.87,1.72,1.86,5.66,0.0
20230112:1411,0.0,0.0,0.0,2.02,6.21,0.0
20230112:1511,0.0,0.0,0.0,2.05,6.97,0.0
20230112:1611,0.0,0.0,0.0,2.11,7.24,0.0
20230112:1711,0.0,0.0,0.0,2.22,7.31,0.0
20230112:1811,0.0,0.0,0.0,2.52,7.86,0.0
20230112:1911,0.0,0.0,0.0,2.72,7.66,0.0
20230112:2011,0.0,0.0,0.0,2.72,7.1,0.0
20230112:2111,0.0,0.0,0.0,2.67,6.69,0.0
20230112:2211,0.0,0.0,0.0,2.28,5.38,0.0
20230112:2311,0.0,0.0,0.0,1.55,4.83,0.0
20230113:0011,0.0,0.0,0.0,1.05,4.48,0.0
20230113:0111,0.0,0.0,0.0,0.69,3.86,0.0
20230113:0211,0.0,0.0,0.0,0.57,3.17,0.0
20230113:0311,0.0,0.0,0.0,0.57,3.1,0.0
20230113:0411,0.0,0.0,0.0,0.74,3.45,0.0
20230113:0511,0.0,0.0,0.0,0.73,3.31,0.0
20230113:0611,0.0,0.0,0.0,0.73,3.66,0.0
20230113:0711,0.0,0.0,0.0,0.81,3.45,0.0
20230113:0811,2660.0,11.13,3.7,1.17,3.45,0.0
20230113:0911,1670.0,9.27,6.84,1.51,3.38,0.0
20230113:1011,110660.0,137.81,8.27,1.56,3.17,0.0
20230113:1111,13100.0,26.89,7.88,1.65,3.31,0.0
20230113:1211,11740.0,25.03,5.7,1.68,3.52,0.0
20230113:1311,0.0,0.87,1.9,1.69,3.59,0.0
20230113:1411,0.0,0.0,0.0,1.89,4.55,0.0
20230113:1511,0.0,0.0,0.0,2.32,5.17,0.0
20230113:1611,0.0,0.0,0.0,2.7,5.59,0.0
20230113:1711,0.0,0.0,0.0,2.82,5.86,0.0
20230113:1811,0.0,0.0,0.0,2.77,5.93,0.0
20230113:1911,0.0,0.0,0.0,2.91,6.34,0.0
20230113:2011,0.0,0.0,0.0,3.14,6.34,0.0
20230113:2111,0.0,0.0,0.0,3.21,6.0,0.0
20230113:2211,0.0,0.0,0.0,3.04,5.52,0.0
20230113:2311,0.0,0.0,0.0,3.05,5.59,0.0
20230114:0011,0.0,0.0,0.0,3.04,5.59,0.0
20230114:0111,0.0,0.0,0.0,2.88,5.31,0.0
20230114:0211,0.0,0.0,0.0,3.01,5.17,0.0
20230114:0311,0.0,0.0,0.0,3.2,5.31,0.0
20230114:0411,0.0,0.0,0.0,3.17,5.45,0.0
20230114:0511,0.0,0.0,0.0,3.22,5.45,0.0
20230114:0611,0.0,0.0,0.0,3.27,5.45,0.0
20230114:0711,0.0,0.0,0.0,3.19,5.59,0.0
20230114:0811,133170.0,163.58,3.84,3.18,5.86,0.0
20230114:0911,235480.0,272.25,6.99,3.25,5.93,0.0
20230114:1011,1650.0,9.27,8.44,3.24,5.31,0.0
20230114:1111,109100.0,136.75,8.06,3.32,5.52,0.0
20230114:1211,216480.0,252.48,5.89,3.31,5.66,0.0
20230114:1311,0.0,0.87,2.09,3.08,5.72,0.0
20230114:1411,0.0,0.0,0.0,2.84,5.79,0.0
20230114:1511,0.0,0.0,0.0,2.91,5.86,0.0
20230114:1611,0.0,0.0,0.0,2.94,6.48,0.0
20230114:1711,0.0,0.0,0.0,3.18,6.48,0.0
20230114:1811,0.0,0.0,0.0,3.31,6.69,0.0
20230114:1911,0.0,0.0,0.0,3.22,6.9,0.0
20230114:2011,0.0,0.0,0.0,3.12,7.24,0.0
20230114:2111,0.0,0.0,0.0,3.07,7.24,0.0
20230114:2211,0.0,0.0,0.0,3.01,6.28,0.0
20230114:2311,0.0,0.0,0.0,2.85,6.14,0.0
20230115:0011,0.0,0.0,0.0,2.64,5.79,0.0
20230115:0111,0.0,0.0,0.0,2.62,5.59,0.0
20230115:0211,0.0,0.0,0.0,2.66,5.59,0.0
20230115:0311,0.0,0.0,0.0,2.76,5.79,0.0
20230115:0411,0.0,0.0,0.0,2.67,6.07,0.0
20230115:0511,0.0,0.0,0.0,2.7,6.69,0.0
20230115:0611,0.0,0.0,0.0,2.71,7.38,0.0
20230115:0711,0.0,0.0,0.0,2.57,7.93,0.0
20230115:0811,3170.0,12.05,3.99,2.03,8.34,0.0
20230115:0911,10430.0,23.18,7.16,1.61,8.55,0.0
20230115:1011,11760.0,25.03,8.61,1.57,7.59,0.0
20230115:1111,6620.0,17.62,8.25,1.63,7.86,0.0
20230115:1211,380.0,6.49,6.08,1.78,8.0,0.0
20230115:1311,0.0,1.75,2.29,2.16,7.79,0.0
20230115:1411,0.0,0.0,0.0,2.37,7.17,0.0
20230115:1511,0.0,0.0,0.0,2.42,6.76,0.0
20230115:1611,0.0,0.0,0.0,2.46,6.9,0.0
20230115:1711,0.0,0.0,0.0,2.6,7.03,0.0
20230115:1811,0.0,0.0,0.0,2.65,7.1,0.0
20230115:1911,0.0,0.0,0.0,2.77,6.97,0.0
20230115:2011,0.0,0.0,0.0,2.79,7.17,0.0
20230115:2111,0.0,0.0,0.0,2.73,7.52,0.0
20230115:2211,0.0,0.0,0.0,2.58,7.38,0.0
20230115:2311,0.0,0.0,0.0,2.59,7.38,0.0
20230116:0011,0.0,0.0,0.0,2.41,7.24,0.0
20230116:0111,0.0,0.0,0.0,2.36,7.38,0.0
20230116:0211,0.0,0.0,0.0,2.52,7.79,0.0
20230116:0311,0.0,0.0,0.0,2.64,8.14,0.0
20230116:0411,0.0,0.0,0.0,2.77,8.9,0.0
20230116:0511,0.0,0.0,0.0,2.76,9.45,0.0
20230116:0611,0.0,0.0,0.0,2.58,9.66,0.0
20230116:0711,0.0,0.0,0.0,2.69,9.66,0.0
20230116:0811,0.0,4.64,4.15,2.81,9.59,0.0
20230116:0911,24940.0,42.16,7.33,2.76,9.17,0.0
20230116:1011,13730.0,27.81,8.8,2.58,8.28,0.0
20230116:1111,120030.0,147.89,8.44,2.82,8.69,0.0
20230116:1211,319570.0,361.22,6.28,2.7,8.48,0.0
20230116:1311,0.0,2.62,2.5,2.67,8.0,0.0
20230116:1411,0.0,0.0,0.0,2.56,7.52,0.0
20230116:1511,0.0,0.0,0.0,2.69,7.17,0.0
20230116:1611,0.0,0.0,0.0,2.85,7.03,0.0
20230116:1711,0.0,0.0,0.0,2.8,7.03,0.0
20230116:1811,0.0,0.0,0.0,2.58,6.97,0.0
20230116:1911,0.0,0.0,0.0,2.44,6.83,0.0
20230116:2011,0.0,0.0,0.0,2.42,6.62,0.0
20230116:2111,0.0,0.0,0.0,2.31,6.0,0.0
20230116:2211,0.0,0.0,0.0,2.37,5.31,0.0
20230116:2311,0.0,0.0,0.0,2.49,5.03,0.0
20230117:0011,0.0,0.0,0.0,2.31,4.28,0.0
20230117:0111,0.0,0.0,0.0,2.02,3.72,0.0
20230117:0211,0.0,0.0,0.0,1.52,3.52,0.0
20230117:0311,0.0,0.0,0.0,1.22,3.72,0.0
20230117:0411,0.0,0.0,0.0,0.91,3.93,0.0
20230117:0511,0.0,0.0,0.0,0.82,3.86,0.0
20230117:0611,0.0,0.0,0.0,0.62,4.28,0.0
20230117:0711,0.0,0.0,0.0,0.75,4.97,0.0
20230117:0811,6040.0,16.69,4.31,0.97,5.31,0.0
20230117:0911,284750.0,322.97,7.51,1.28,5.45,0.0
20230117:1011,279810.0,317.25,8.99,1.44,5.66,0.0
20230117:1111,58500.0,80.71,8.64,1.16,6.28,0.0
20230117:1211,181830.0,212.67,6.49,0.82,6.62,0.0
20230117:1311,0.0,1.75,2.7,0.47,6.97,0.0
20230117:1411,0.0,0.0,0.0,0.21,7.17,0.0
20230117:1511,0.0,0.0,0.0,0.17,7.24,0.0
20230117:1611,0.0,0.0,0.0,0.18,7.24,0.0
20230117:1711,0.0,0.0,0.0,0.2,6.97,0.0
20230117:1811,0.0,0.0,0.0,0.22,6.83,0.0
20230117:1911,0.0,0.0,0.0,0.3,6.48,0.0
20230117:2011,0.0,0.0,0.0,0.45,6.0,0.0
20230117:2111,0.0,0.0,0.0,0.67,5.79,0.0
20230117:2211,0.0,0.0,0.0,0.69,5.31,0.0
20230117:2311,0.0,0.0,0.0,0.9,5.31,0.0
20230118:0011,0.0,0.0,0.0,1.08,5.1,0.0
20230118:0111,0.0,0.0,0.0,1.15,5.1,0.0
20230118:0211,0.0,0.0,0.0,1.05,5.17,0.0
20230118:0311,0.0,0.0,0.0,1.02,5.17,0.0
20230118:0411,0.0,0.0,0.0,0.95,4.97,0.0
20230118:0511,0.0,0.0,0.0,1.08,4.83,0.0
20230118:0611,0.0,0.0,0.0,1.25,4.69,0.0
20230118:0711,0.0,0.0,0.0,1.57,5.1,0.0
20230118:0811,244070.0,282.33,4.48,1.81,5.24,0.0
20230118:0911,15150.0,29.67,7.69,2.0,4.76,0.0
20230118:1011,171990.0,203.61,9.19,2.08,4.21,0.0
20230118:1111,108850.0,135.99,8.85,2.07,4.62,0.0
20230118:1211,63370.0,86.4,6.7,2.0,4.21,0.0
20230118:1311,0.0,2.62,2.92,1.7,3.24,0.0
20230118:1411,0.0,0.0,0.0,1.21,2.48,0.0
20230118:1511,0.0,0.0,0.0,1.08,3.17,0.0
20230118:1611,0.0,0.0,0.0,1.16,3.66,0.0
20230118:1711,0.0,0.0,0.0,1.09,3.66,0.0
20230118:1811,0.0,0.0,0.0,0.82,3.17,0.0
20230118:1911,0.0,0.0,0.0,0.54,3.31,0.0
20230118:2011,0.0,0.0,0.0,0.46,3.24,0.0
20230118:2111,0.0,0.0,0.0,0.66,3.1,0.0
20230118:2211,0.0,0.0,0.0,0.61,3.45,0.0
20230118:2311,0.0,0.0,0.0,0.66,3.79,0.0
20230119:0011,0.0,0.0,0.0,0.59,4.41,0.0
20230119:0111,0.0,0.0,0.0,0.62,4.9,0.0
20230119:0211,0.0,0.0,0.0,0.59,4.55,0.0
20230119:0311,0.0,0.0,0.0,0.54,4.62,0.0
20230119:0411,0.0,0.0,0.0,0.48,5.17,0.0
